"recipe_id","recipe_name","ingredients","cuisine","calories","rating","instructions","difficulty","image_url"
"596","Amaretto Carrots","500g carrots (peeled and sliced), 1/4 tsp salt, 3 tbsp amaretto liqueur, 1/4 tsp almond extract, 2 tbsp unsalted butter, 1 tsp cornstarch mixed with 2 tbsp cold water, 1 tbsp honey","American","131","4.0","Place sliced carrots in a medium saucepan and cover with water (about 1 1/2 cups) ? add salt | Cook over medium heat until fork-tender, about 10 minutes | Remove carrots to a warm dish and set aside ? reserve a tablespoon or two of the cooking liquid and let it cool | Add amaretto, almond extract, and butter to the saucepan ? stir constantly until butter is melted | Whisk the cornstarch mixture into the saucepan and continue cooking until the sauce thickens | Stir in honey | Return carrots to the pan and heat through | Serve hot","easy","https://images.pexels.com/photos/32894086/pexels-photo-32894086.jpeg?auto=compress&cs=tinysrgb&h=350"
"597","Rum Ribs","2 kg pork ribs (cut into individual pieces), 1 cup brown sugar, 1/2 cup chili sauce, 1/2 cup ketchup, 1/3 cup dark rum, 2 tbsp soy sauce, 1 tbsp Worcestershire sauce, 1 tsp dry mustard, 3 cloves garlic (minced), 1/4 tsp fresh ground black pepper","Caribbean","1713","4.5","Preheat oven to 350?F (180?C) | Line a roasting pan with a double thickness of foil ? place ribs in the pan and seal tightly in foil | Bake for 45 minutes | Unwrap ribs and pour off the drippings | Combine brown sugar, chili sauce, ketchup, rum, soy sauce, Worcestershire sauce, dry mustard, garlic, and pepper ? pour half the sauce over the ribs | Return to the oven and bake for about 1 1/2 hours until the meat is tender, turning ribs occasionally and basting with the remaining sauce | Serve hot","easy","https://images.pexels.com/photos/8250723/pexels-photo-8250723.jpeg?auto=compress&cs=tinysrgb&h=350"
"598","London Broil Marinade","4 cloves garlic (minced), 1 tsp seasoned salt, 1/2 tsp red pepper flakes, 1/4 cup Worcestershire sauce, 1 flank steak (about 750g)","American","306","5.0","Using a dinner fork, stab the flank steak all over to create holes for the marinade to penetrate | Combine minced garlic, seasoned salt, red pepper flakes, and Worcestershire sauce in a large sealable bag | Add the steak, seal, and shake to coat | Marinate in the refrigerator for 4 hours, turning once | Grill or broil to your preferred temperature ? let rest for 5-10 minutes before slicing against the grain","easy","https://images.pexels.com/photos/36543143/pexels-photo-36543143.jpeg?auto=compress&cs=tinysrgb&h=350"
"599","Scaloppine Di Pollo","For sauce: 1/4 cup fresh lemon juice, 1/2 cup dry white wine, 1 cup heavy cream, 3 tbsp unsalted butter. For chicken: 4 chicken breasts (pounded thin), 1/2 cup all-purpose flour, 2 tbsp butter, 1 tbsp olive oil, 100g pancetta (diced), 200g mushrooms (sliced), 1 can (400g) artichoke hearts (drained), 2 tbsp capers, 400g pasta (cooked), fresh parsley for garnish","Italian","851","5.0","Make the sauce: heat lemon juice and white wine in a saucepan over medium heat ? bring to a boil and reduce by one-third | Add heavy cream and simmer until thickened, 3-4 minutes | Slowly whisk in butter until completely incorporated ? season with salt and pepper and keep warm | Cook pasta according to package directions and drain | Heat olive oil and 2 tablespoons butter in a large skillet | Dredge chicken in flour and saut? until golden and cooked through, turning once ? remove from the pan | Add pancetta, mushrooms, artichoke hearts, and capers to the same skillet ? cook until mushrooms soften | Return chicken to the pan and add half the butter sauce ? toss to combine | Place pasta on each plate, top with chicken mixture, and drizzle with additional sauce | Garnish with fresh parsley","medium","https://images.pexels.com/photos/35437145/pexels-photo-35437145.png?auto=compress&cs=tinysrgb&h=350"
"600","Sausage and Pepper Rotini","400g rotini pasta, 500g spicy Italian sausage (casing removed), 1 red bell pepper (sliced), 1 green bell pepper (sliced), 2 shallots (sliced), 2 tbsp olive oil, 4 plum tomatoes (diced), 1/2 cup beef broth, 1/4 cup Parmesan cheese (grated), 2 tbsp fresh parsley (chopped)","Italian-American","629","4.4","Cook pasta according to package directions ? drain and set aside | Brown the sausage in a large skillet over medium-high heat, breaking it apart, for 5 to 6 minutes until no longer pink ? remove from pan and drain | Wipe the skillet clean | Saut? sliced peppers and shallots in the same skillet in 2 tablespoons hot oil over medium-high heat for 2 to 3 minutes until crisp-tender | Stir in diced tomatoes, beef broth, and the cooked sausage ? cook for 3 minutes until tomatoes are tender and the mixture thickens slightly | Remove from heat and add the cooked pasta ? toss to combine | Transfer to a serving bowl and sprinkle with Parmesan and parsley","easy","https://images.pexels.com/photos/13376638/pexels-photo-13376638.jpeg?auto=compress&cs=tinysrgb&h=350"
"601","Pineapple Upside Down Cake","2 tbsp unsalted butter, 1/2 cup light brown sugar, 7 pineapple rings, maraschino cherries (halved), 1 1/2 cups all-purpose flour, 1 1/2 tsp baking powder, 1/4 tsp baking soda, 1/2 cup granulated sugar, 2 large eggs, 2 tbsp unsalted butter (melted), 1/2 cup skim milk, 1 tsp vanilla extract","American","180","4.3","Preheat oven to 350?F (175?C) | Drain pineapple and reserve 2 tablespoons of juice | Melt 2 tablespoons butter and pour into the bottom of a 9-inch round cake pan | Top with brown sugar and swirl together with a fork to make an even layer | Place 1 pineapple ring in the center and arrange 6 more around it ? place cherry halves cut-side up in the center of each ring | In a medium bowl, combine flour, baking powder, and baking soda ? set aside | In a separate bowl, whisk together melted butter, granulated sugar, eggs, milk, vanilla, and reserved pineapple juice | Add flour mixture in batches and mix until blended | Pour batter over the pineapple in the pan | Bake for 30-35 minutes until a toothpick comes out clean | Cool for 2 minutes, then invert onto a serving plate | Serve warm or at room temperature","easy","https://images.pexels.com/photos/8820012/pexels-photo-8820012.jpeg?auto=compress&cs=tinysrgb&h=350"
"602","Gluten-Free Carrot Protein Cake","2 cups carrots (peeled, chopped, steamed, and pur?ed with 1/2 cup cooking liquid), 1 tsp ground cinnamon, 1/2 tsp ground nutmeg, 1/2 tsp ground ginger, 1/4 tsp salt, 1 tsp baking powder, 2 tbsp stevia or sweetener, 1/2 cup plain Greek yogurt, 2 tsp vanilla extract, 1/2 cup liquid egg whites","American","47","4.2","Preheat oven to 375?F (190?C) and spray an 8 x 8-inch pan with cooking spray | Chop carrots into 1-inch discs and steam until a fork inserted comes out easily, about 12 minutes | While carrots cook, mix all dry ingredients (cinnamon through stevia) in a large bowl | Pur?e the cooked carrots with 1/2 cup of the cooking liquid and Greek yogurt in a blender for about 30 seconds | Transfer the carrot mixture to the bowl of dry ingredients | Add vanilla and liquid egg whites ? stir until everything is well combined | Pour the batter into the prepared pan | Bake for 30-40 minutes until set | Cool before slicing","easy","https://images.pexels.com/photos/5741970/pexels-photo-5741970.jpeg?auto=compress&cs=tinysrgb&h=350"
"603","Chicken Pasanda","1/2 cup roasted cashews (ground until smooth), 3/4 cup plain low-fat yogurt, 1 medium onion (diced), 2 tbsp fresh lemon juice, 1 tbsp fresh ginger (grated), 1 jalape?o (seeded and minced), 1 tsp ground coriander, 1/2 tsp ground cardamom, 1/2 tsp ground cinnamon, 1/4 tsp ground black pepper, 1/4 tsp ground cloves, 1/2 tsp salt, 6 boneless skinless chicken breast halves, 2 tbsp vegetable oil, 1/2 cup fresh pineapple (diced), 1/4 cup cashews (chopped), fresh cilantro for garnish","Indian","382","5.0","Place 1/2 cup cashews in a food processor and process until smooth, about 2 minutes, scraping down the sides ? add yogurt and process until well blended, then set aside | Combine diced onion, lemon juice, ginger, and jalape?o in a blender and process until finely chopped | Combine all spices (coriander through cloves) with salt in a large zip-lock bag ? add chicken, seal, and shake to coat | Heat oil in a large nonstick skillet over medium-high heat ? cook chicken pieces for 4 minutes per side until done, then remove and keep warm | Add the onion mixture to the pan ? reduce heat to medium and cook for 3 minutes until liquid evaporates | Add the yogurt-cashew mixture and cook for 3 minutes until heated through | Spoon yogurt sauce onto each plate, top with chicken, and garnish with pineapple, chopped cashews, and cilantro","medium","https://images.pexels.com/photos/29173124/pexels-photo-29173124.jpeg?auto=compress&cs=tinysrgb&h=350"
"604","Fried Potatoes","4 medium potatoes (peeled and diced into 1/4 to 1/2-inch cubes), 1 medium onion (diced), 3 tbsp unsalted butter, 2 cloves garlic (minced), 1/2 tsp dried dill weed, 1/4 tsp dried oregano, 1/4 tsp cayenne pepper, salt to taste","American","283","5.0","In a large non-stick skillet, melt butter over medium heat and add diced onions ? cook for 2-3 minutes | Add the diced raw potatoes, minced garlic, dill, oregano, and cayenne | Continue to cook on medium heat until the potatoes are cooked through and golden brown, about 15 minutes, stirring occasionally | Taste for salt ? these potatoes need more salt than you might think | Serve alongside fried eggs for a hearty breakfast","easy","https://images.pexels.com/photos/8272621/pexels-photo-8272621.jpeg?auto=compress&cs=tinysrgb&h=350"
"605","Southwest Chicken Sandwich","For chipotle spread: 1/4 cup sun-dried tomatoes packed in oil, 1 chipotle chili in adobo sauce, 1 tsp adobo sauce, 2 tbsp water, 1 tbsp olive oil, 1 tsp Dijon mustard, 1 tsp light brown sugar. For avocado spread: 1 ripe avocado, 2 tbsp fresh cilantro (chopped), 1 tbsp fresh lime juice. For assembly: 8 slices focaccia bread, 2 cooked chicken breasts (sliced), 4 slices bacon (cooked), 1 tomato (sliced), red onion (sliced)","American","236","5.0","Make the chipotle spread: in a blender or food processor, pulse sun-dried tomatoes, chipotle, adobo sauce, water, oil, mustard, and brown sugar until smooth ? season with salt and pepper | Make the avocado spread: mash the avocado with half the cilantro and the lime juice ? season generously with salt and pepper | Spread 4 slices of bread with the avocado mixture | Spread the remaining 4 slices with the chipotle spread | Layer on sliced chicken, bacon, tomato, onion, and remaining cilantro | Close the sandwiches, cut in half, and serve immediately","medium","https://images.pexels.com/photos/5446513/pexels-photo-5446513.jpeg?auto=compress&cs=tinysrgb&h=350"
"606","Apple Cider Wild Rice Pilaf","1 cup wild rice (rinsed), 1 cup apple cider, 1 cup water, 2 tbsp unsalted butter, 1/4 cup pecans (chopped), 2 tbsp golden raisins, 2 tbsp dried currants, 2 tbsp dried cranberries, 1 tbsp candied ginger (chopped), 1 shallot (diced), 1/2 tsp salt, 1/4 tsp fresh ground black pepper, 1/4 tsp ground cinnamon, 1/8 tsp ground nutmeg, 1 apple (cored and diced)","American","309","5.0","Wash the wild rice three times and drain well | Combine wild rice, apple cider, and water in a saucepan ? bring to a boil, reduce heat to low, cover, and simmer for 45 to 60 minutes until tender | In a large frying pan, melt butter over low heat ? add pecans, raisins, currants, cranberries, ginger, and shallots, stirring for 5 minutes | Add salt, pepper, cinnamon, nutmeg, the diced apple, and the cooked wild rice | Cook on low for 2 minutes until heated through | Serve warm","easy","https://images.pexels.com/photos/34314610/pexels-photo-34314610.jpeg?auto=compress&cs=tinysrgb&h=350"
"607","Pumpkin Cookies","1/2 cup shortening, 1 cup granulated sugar, 1 large egg, 1 cup canned pumpkin pur?e, 2 tbsp molasses, 2 cups all-purpose flour, 1 tsp baking soda, 1 tsp ground cinnamon, 1/2 tsp ground nutmeg, 1/4 tsp salt, 1/2 cup raisins","American","218","4.5","Preheat oven to 375?F (190?C) | Cream shortening and sugar together until light and fluffy | Mix in pumpkin, egg, and molasses ? beat well | Stir in flour, baking soda, cinnamon, nutmeg, salt, and raisins until combined | Drop by spoonfuls onto an ungreased baking sheet | Bake for 10 to 12 minutes until lightly golden | Cool on a wire rack","easy","https://images.pexels.com/photos/5471933/pexels-photo-5471933.jpeg?auto=compress&cs=tinysrgb&h=350"
"608","Chipotle Peach Glazed Chicken","4 boneless skinless chicken breasts, 1/2 cup peach preserves, 2 tbsp fresh lime juice, 2 chipotle chilies in adobo (minced), 1 tbsp adobo sauce, 2 tbsp fresh cilantro (chopped), 1/2 tsp garlic powder, 1/4 tsp fresh ground black pepper, 1/2 tsp ground cumin, 1/2 tsp salt","American","377","4.0","Spray the grill with cooking spray and heat for direct heat cooking | In a small saucepan, combine peach preserves, lime juice, chopped chipotle, and adobo sauce ? heat over low heat until the preserves melt | Stir in cilantro and set aside | In a small dish, combine garlic powder, pepper, cumin, and salt ? sprinkle over the chicken breasts | Grill chicken over medium heat for 15-20 minutes, turning once or twice, brushing with the preserve mixture during the last 3 minutes ? cook until juices run clear | Heat any remaining preserve mixture to boiling and boil for 1 minute ? serve alongside the chicken","medium","https://images.pexels.com/photos/30700607/pexels-photo-30700607.jpeg?auto=compress&cs=tinysrgb&h=350"
"609","Pecan Bars","For crust: 1 cup unsalted butter (softened), 1/2 cup confectioners sugar, 1 tsp salt, 2 cups all-purpose flour. For topping: 2 tbsp all-purpose flour, 1 tsp salt, 1/2 tsp baking powder, 3 large eggs, 1 cup light brown sugar, 1/2 cup dark corn syrup, 2 cups pecans (chopped), 1/2 cup sweetened flaked coconut","American","260","4.5","Preheat oven to 375?F (190?C) | Using an electric mixer, beat softened butter, confectioners sugar, and 1 teaspoon salt until light | Beat in 2 cups flour until it forms a mass | Transfer to a 9 x 13-inch pan and press evenly into the bottom | Bake for 20 to 25 minutes until the edges are golden | Meanwhile, whisk together remaining 2 tablespoons flour, remaining teaspoon salt, and baking powder | Beat eggs, brown sugar, and corn syrup until light ? fold in the flour mixture, then pecans and coconut | Pour over the baked crust | Bake for 20 to 25 minutes until set | Run a metal spatula around the edges while still warm, then cool completely in the pan before cutting into bars","easy","https://images.pexels.com/photos/27611966/pexels-photo-27611966.jpeg?auto=compress&cs=tinysrgb&h=350"
"610","Poached Salmon","4 salmon fillets (about 150g each), 4 cups water, 1 tbsp salt, 1 bay leaf, 3 peppercorns, 2 lemon slices","American","72","4.2","Fill a large skillet or saucepan with water and add salt, bay leaf, peppercorns, and lemon slices | Bring to a gentle simmer over medium heat (not a rolling boil) | Carefully add the salmon fillets, skin-side down, ensuring they are submerged | Reduce heat to low and poach for 8-10 minutes until the salmon is opaque and flakes easily with a fork | Remove salmon with a slotted spatula and serve immediately with lemon wedges and fresh dill","easy","https://images.pexels.com/photos/27969835/pexels-photo-27969835.jpeg?auto=compress&cs=tinysrgb&h=350"
"611","Vegetable Lasagna","2 medium zucchini (sliced), 2 carrots (julienned), 2 tbsp olive oil (divided), 2 large eggs, 1/2 cup Parmesan cheese (grated), 1 box frozen chopped spinach (thawed and squeezed dry), 9 lasagna noodles (cooked), 2 cups provolone cheese (shredded, divided), 2 cups tomato sauce, salt and pepper to taste","Italian","361","5.0","Preheat oven to 350?F (175?C) | Saut? sliced zucchini and julienned carrots separately in 1/2 tablespoon oil each until tender-crisp | Combine eggs and Parmesan in a small bowl | Spoon 2/3 cup tomato sauce into a 9-inch square baking dish | Place half the noodles over the sauce | Spread spinach over noodles, then top with 1/3 of the provolone, the carrots, 2/3 cup sauce, another 1/3 of provolone, and the zucchini | Top with remaining noodles, then remaining sauce | Cover tightly with foil and bake for 30 minutes | Remove foil, sprinkle with remaining provolone, and bake 10 minutes more uncovered | Let rest 10 minutes before cutting","easy","https://images.pexels.com/photos/29535637/pexels-photo-29535637.jpeg?auto=compress&cs=tinysrgb&h=350"
"612","Salsa Dip","500g ground beef (browned and drained), 2 cups cheddar cheese (shredded, divided), 1 box frozen spinach (thawed and squeezed dry), 2 cups mild salsa, 2 cups cooked couscous, tortilla chips for serving","Mexican","350","4.3","Preheat oven to 375?F (190?C) | Brown the ground beef, drain, and let cool slightly | In a large bowl, mix together the browned beef, salsa, cooked couscous, and spinach until well combined | Spread the mixture into a greased baking pan | Cover with the shredded cheese and cover with aluminum foil | Bake for 1 hour until hot and bubbly | Serve with tortilla chips","easy","https://images.pexels.com/photos/28956908/pexels-photo-28956908.jpeg?auto=compress&cs=tinysrgb&h=350"
"613","Broccoli Pesto","2 cups broccoli florets (steamed until tender), 1 cup fresh basil leaves, 2 cloves garlic, 2 tbsp pine nuts (toasted), 1/2 tsp coarse salt, 1/4 tsp ground black pepper, 1/3 cup olive oil, 1/2 cup Parmesan cheese (grated)","Italian","241","5.0","Place steamed broccoli in a food processor or blender | Add basil, garlic, pine nuts, salt, pepper, and olive oil | Process until smooth, scraping down the sides as needed | Transfer to a bowl and stir in the grated Parmesan cheese | Toss with warm buttered pasta to serve | Can be refrigerated in a tightly covered jar for up to a week | May be frozen ? if freezing, do not stir in cheese until after defrosting","easy","https://images.pexels.com/photos/4663243/pexels-photo-4663243.jpeg?auto=compress&cs=tinysrgb&h=350"
"614","Coconut Cake","2 cups cake flour, 1 1/4 cups granulated sugar, 2 tsp baking powder, 1/2 tsp salt, 1/2 cup shortening, 1 cup whole milk, 1 tsp vanilla extract, 3 large eggs. For frosting: 1/2 cup unsalted butter (softened), 2 cups confectioners sugar, 1/2 tsp vanilla extract, 2-3 tbsp milk, 2 cups sweetened flaked coconut","American","512","4.5","Preheat oven to 375?F (190?C) ? grease and flour two 8-inch round cake pans | Sift together cake flour, sugar, baking powder, and salt | Add shortening, milk, and vanilla ? mix well, scraping sides and bottom often | Add eggs and beat 30 seconds longer | Divide batter evenly between the pans | Bake for 25-30 minutes until a tester comes out clean ? cool completely | Make the frosting: cream butter with confectioners sugar using an electric mixer | Add vanilla and milk 1 tablespoon at a time until desired spreading consistency is reached | Frost the cake and immediately pat the entire surface with flaked coconut","medium","https://images.pexels.com/photos/12118044/pexels-photo-12118044.jpeg?auto=compress&cs=tinysrgb&h=350"
"615","Cinnamon Bun Popcorn","8 cups popped popcorn, 3 tbsp unsalted butter (melted), 2 tbsp brown sugar, 1 tsp ground cinnamon, pinch of salt","American","148","5.0","Pop the popcorn and place in a large bowl | Melt butter and stir in brown sugar until dissolved | Drizzle the butter mixture over the popcorn and toss to coat | Sprinkle with cinnamon and a pinch of salt | Toss again and serve immediately","easy","https://images.pexels.com/photos/5507697/pexels-photo-5507697.jpeg?auto=compress&cs=tinysrgb&h=350"
"616","Grilled Cheese Italiano","8 slices Italian bread, 8 slices provolone cheese, 2 roasted red peppers (sliced), 3 tbsp unsalted butter (melted)","Italian","311","4.3","Roast the red peppers, remove the skin, and slice into pieces to fit the sandwiches (bottled roasted peppers can be used) | Melt butter in a small microwave-safe bowl | Brush one side of each bread slice with melted butter, making sure to cover the edges | Place bread butter-side down on a grill or griddle | Place 2 slices of provolone on each bread slice, then top with roasted pepper slices | Top with remaining bread slices, butter-side up | Grill at 325-350?F until golden brown on both sides, carefully flipping once | Remove, slice diagonally, and serve immediately","easy","https://images.pexels.com/photos/13995291/pexels-photo-13995291.jpeg?auto=compress&cs=tinysrgb&h=350"
"617","Chocolate Rice Pudding","4 cups whole milk, 2 cups cooked rice, 1/2 cup granulated sugar, 100g dark chocolate (chopped), 1 tsp vanilla extract, pinch of salt","American","369","4.3","Combine milk, cooked rice, sugar, chocolate, and salt in a 2 or 3-quart pan | Place over medium heat and cook, stirring often, until the pudding is thick and creamy, about 20 minutes | Remove from heat and stir in vanilla | Spoon into serving dishes and let cool for about 10 minutes | Serve warm or chilled","easy","https://images.pexels.com/photos/33088379/pexels-photo-33088379.jpeg?auto=compress&cs=tinysrgb&h=350"
"618","Whipped Carrots","500g carrots (peeled and cooked until tender), 4 oz fat-free cream cheese, 1/4 cup nonfat yogurt, 2 tbsp brown sugar (divided), 1/2 tsp ground cinnamon, 2 tbsp raisins","American","112","4.3","Place cooked carrots in a 1 1/2-quart microwave-safe bowl ? add enough water to cover and microwave on high for 10 minutes until tender, then drain | Place carrots in a food processor with cream cheese, yogurt, and 1 tablespoon brown sugar ? process until well blended | Transfer to a serving bowl | Mix remaining 1 tablespoon brown sugar, raisins, and cinnamon ? sprinkle over the carrot mixture | Serve warm","medium","https://images.pexels.com/photos/5594508/pexels-photo-5594508.jpeg?auto=compress&cs=tinysrgb&h=350"
"619","Summer Borscht","1 bottle prepared borscht (chilled), 2 medium potatoes (cooked and diced), low-fat sour cream for serving, fresh ground black pepper, fresh dill for garnish","Russian","0","4.2","Chill the bottle of borscht thoroughly | Cook diced potatoes in boiling water until just fork-tender ? drain | Place hot potatoes in soup bowls and pour cold borscht over them | Spoon some of the chopped beets from the bottle over the soup | Add black pepper to taste | Top with a dollop of sour cream and fresh dill | For a creamier version, blend 1 cup borscht with sour cream and return to the bottle, shaking to combine","easy","https://images.pexels.com/photos/17292509/pexels-photo-17292509.jpeg?auto=compress&cs=tinysrgb&h=350"
"620","Crispy Baked Orange Chicken","1 kg chicken pieces (cut up), 1 cup orange juice, 1/2 cup water, 1 large egg, 2 tbsp soy sauce, 3 cups crushed corn flakes, cooking spray","American","214","4.0","Mix orange juice, water, egg, and soy sauce in a large bowl | Add chicken pieces and marinate covered in the refrigerator overnight or longer, rotating pieces 2-3 times ? add more water if needed to cover | Preheat oven to 375?F (190?C) | Crush corn flakes in a gallon-size zip-lock bag using a rolling pin | Individually coat each piece of chicken with the crushed corn flakes and place on a greased baking sheet | Cover with foil and bake for 15-20 minutes | Remove cover, turn each piece, and bake an additional 20-30 minutes until golden and crispy | Serve hot","medium","https://images.pexels.com/photos/34305982/pexels-photo-34305982.jpeg?auto=compress&cs=tinysrgb&h=350"
"621","Diablo Butter","1/2 cup unsalted butter, 2 tbsp Dijon mustard, 1/2 tsp hot pepper sauce (or to taste)","American","814","4.5","Place butter in a microwave-safe bowl and microwave on high for 1 minute until melted | Whisk in Dijon mustard and hot pepper sauce to taste | Serve as a spicy butter for corn on the cob, grilled meats, or vegetables","easy","https://images.pexels.com/photos/12162627/pexels-photo-12162627.jpeg?auto=compress&cs=tinysrgb&h=350"
"622","Peanut Butter M&M Cookies","1 1/4 cups all-purpose flour, 1/2 tsp baking soda, 1/4 tsp salt, 1/2 cup unsalted butter (softened), 1/2 cup creamy peanut butter, 1/2 cup brown sugar, 1/2 cup white sugar, 1 large egg, 1 tsp vanilla extract, 1 cup M&M's candies (plus extra for tops)","American","121","4.5","Preheat oven to 350?F (175?C) and line baking sheets with parchment paper | Sift together flour, baking soda, and salt ? set aside | Beat butter and peanut butter until combined ? add both sugars and beat until combined | Add egg and vanilla ? mix well | Slowly add dry ingredients and mix until no white streaks remain | Stir in M&M's | Drop tablespoonfuls of dough 2 inches apart onto prepared sheets ? press a few extra M&M's on top of each | Bake for 10-12 minutes until lightly browned and the center has set, rotating pans halfway through | Cool for 2 minutes on the pan before transferring to wire racks","medium","https://images.pexels.com/photos/12654949/pexels-photo-12654949.jpeg?auto=compress&cs=tinysrgb&h=350"
"623","Chocolate Walnut Bread","1 1/2 cups warm water, 2 1/4 tsp active dry yeast, 3 cups all-purpose flour, 1/4 cup granulated sugar, 1 tsp salt, 2 large eggs, 1/2 cup unsalted butter (softened), 1/2 cup walnuts (chopped), 1/2 cup dark chocolate chips","American","150","5.0","Put warm water in a large mixing bowl and sprinkle in yeast ? stir and let dissolve for 5 minutes | Add flour, sugar, salt, and eggs ? beat until well blended | Beat in butter gradually until the batter is smooth | Cover with plastic wrap and let rise until doubled | Stir batter down and add walnuts and chocolate chips | Spoon into 2 greased 8 x 4-inch loaf pans (pans should be half full) | Bake in a preheated 350?F (175?C) oven for about 45 minutes | Cool in pans for 5 minutes, then turn out onto racks","easy","https://images.pexels.com/photos/9810301/pexels-photo-9810301.jpeg?auto=compress&cs=tinysrgb&h=350"
"624","Harira","1/2 cup dried fava beans (soaked and skinned), 1/2 cup dried chickpeas (soaked and skinned), 2 medium onions (diced), 500g lamb (cubed), 1 tsp ground turmeric, 1 tsp ground ginger, 1/2 tsp ground nutmeg, 1/2 tsp caraway seeds, 2 tbsp tomato paste, 2 litres water, 3 tomatoes (finely chopped), 1/4 cup fresh parsley (chopped), 1/4 cup fresh cilantro (chopped), 1/2 cup lentils, juice of 1 lemon, 1/4 cup all-purpose flour mixed with 1/2 cup water, 100g vermicelli or small pasta, salt and pepper to taste, lemon wedges for serving","Moroccan","280","5.0","Soak fava beans and chickpeas overnight, then drain and remove skins | In a large soup pot over medium heat, cook onions and lamb until onions are soft and translucent | Add turmeric, ginger, paprika, and 2 litres water ? cover and bring to a rolling boil | Reduce heat to medium-low, add fava beans and chickpeas, and cook covered until beans are tender, about 1 to 1 1/2 hours | Finely chop tomatoes, parsley, and cilantro together ? add to the pot along with tomato paste, lentils, pepper, lemon juice (drop in half the squeezed lemon), and salt | Cover and cook until lentils are tender, 20 to 25 minutes | Bring back to a boil and whisk in the flour-water slurry, stirring briskly to avoid lumps ? boil 1 minute | Add nutmeg and caraway, then add vermicelli and cook until soft | Ladle into bowls and serve immediately with lemon wedges and Moroccan flatbread","medium","https://images.pexels.com/photos/33434038/pexels-photo-33434038.jpeg?auto=compress&cs=tinysrgb&h=350"
"625","Citrus Dream","For crust: 1 cup wafer crumbs, 3 tbsp unsalted butter (melted), pinch of salt. For filling: 4 large egg yolks, 1/2 cup granulated sugar, 1 tbsp lemon zest, 1 tbsp orange zest, 1/3 cup fresh lemon juice, 1/4 cup fresh orange juice, 1 cup heavy whipping cream, toasted coconut for garnish","American","413","5.0","Line a 5 x 9-inch loaf pan with plastic wrap, allowing a 4-inch overhang on all sides | Stir together wafer crumbs, melted butter, and salt ? press evenly into the bottom of the pan and freeze | In a double boiler, whisk egg yolks and sugar until the sugar dissolves, about 3 minutes | Slowly whisk in citrus zest and juices over low heat until thickened, about 10 to 12 minutes ? let cool for 10 minutes | Whip the cream until soft peaks form and fold into the custard | Pour the filling over the frozen crust, fold the plastic wrap over, and freeze for at least 5 hours or overnight | To serve, run a wet knife around the sides, invert onto a platter, remove plastic wrap, and sprinkle with toasted coconut","easy","https://images.pexels.com/photos/5968231/pexels-photo-5968231.jpeg?auto=compress&cs=tinysrgb&h=350"
"626","Cream of Cauliflower Soup","2 tbsp olive oil, 1 medium onion (diced), 6 cups water, 1 tsp salt, 1/2 tsp onion powder, 1/2 tsp garlic powder, 1 tbsp dried parsley, 2 celery stalks (diced), 2 medium potatoes (diced), 1 carrot (diced), 1/2 cup raw cashews, 2 cups water (for blending), 1 head cauliflower (cut into florets), 1 cup frozen peas","American","239","5.0","In a large 4-quart pot, saut? diced onion in olive oil until clear | Pour in 6 cups water, add seasonings, and bring to a boil | Add celery, potatoes, and carrot ? simmer over low heat until cooked | Place cashews and 2 cups water in a blender and blend until creamy and smooth | Add the blended cashew mixture to the soup stock and bring to a boil, stirring constantly ? reduce heat | Add cauliflower florets and peas 5 minutes before serving ? cook until tender | Serve hot","easy","https://images.pexels.com/photos/19367737/pexels-photo-19367737.jpeg?auto=compress&cs=tinysrgb&h=350"
"627","Small Cookies","2 tbsp unsalted butter (softened), 2 tbsp granulated sugar, 1/4 tsp vanilla extract, 3 tbsp self-rising flour, 2 tbsp raisins, 2 tbsp muesli, 1-2 tsp water if needed, pinch of salt","American","102","5.0","Preheat oven to 180?C (350?F) | Cream butter and sugar together with a spoon | Add vanilla | Mix in flour, muesli, and salt ? if the mixture gets dry, add a little water | Stir in raisins | Roll into two small balls and place 2 inches apart on a piece of parchment paper ? flatten slightly with a fork | Bake for 8-10 minutes until lightly golden | Cool for 2 minutes before serving","easy","https://images.pexels.com/photos/34591953/pexels-photo-34591953.jpeg?auto=compress&cs=tinysrgb&h=350"
"628","Apricot Iced Tea","4 cups brewed black tea (cooled), 1 cup apricot nectar, 1/2 cup cranberry juice, 1 tbsp granulated sugar (or to taste), ice cubes, orange slices for garnish","American","35","4.0","Brew the black tea and let it cool completely | Mix the tea, apricot nectar, and cranberry juice together in a pitcher | Add sugar to taste and stir until dissolved | Pour over ice and garnish with a slice of orange | Serve immediately","easy","https://images.pexels.com/photos/17612780/pexels-photo-17612780.jpeg?auto=compress&cs=tinysrgb&h=350"
"629","Candy Ornaments","1 cup hard candies (various colors, unwrapped), metal cookie cutters (greased), aluminum foil, cooking spray, toothpick for making holes","American","447","3.5","Preheat oven to 350?F (175?C) and line a baking sheet with foil ? spray with cooking spray | Grease metal cookie cutters thoroughly and place them on the prepared baking sheet | Place some hard candies in the center of each cookie cutter, filling evenly | Bake for about 20 minutes until the candies have melted and spread to fill the cutters | Cool for 5 minutes, then use a toothpick to make a hole at the top of each for hanging | Cool completely before removing from the cutters","easy","https://images.pexels.com/photos/5485076/pexels-photo-5485076.jpeg?auto=compress&cs=tinysrgb&h=350"
